time,open,high,low,close,volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2025-05-08 13:30:00+00:00,437.92999267578125,441.1000061035156,436.5,437.739990234375,6215915
2025-05-08 14:30:00+00:00,437.80999755859375,440.9689025878906,435.6600036621094,439.8900146484375,1963412
2025-05-08 15:30:00+00:00,440.0,443.489990234375,439.4599914550781,442.09649658203125,2548336
2025-05-08 16:30:00+00:00,442.04998779296875,443.6700134277344,441.81500244140625,443.5350036621094,1368501
2025-05-08 17:30:00+00:00,443.5400085449219,443.5899963378906,441.79998779296875,442.3299865722656,1737946
2025-05-08 18:30:00+00:00,442.2632141113281,443.375,441.2344970703125,442.1199951171875,1489862
2025-05-08 19:30:00+00:00,442.1700134277344,442.17999267578125,437.6700134277344,438.2510070800781,2509683
2025-05-09 13:30:00+00:00,440.2799987792969,440.5799865722656,436.9027099609375,437.2950134277344,4951202
2025-05-09 14:30:00+00:00,437.30999755859375,437.92999267578125,436.239990234375,437.3599853515625,1212041
2025-05-09 15:30:00+00:00,437.1499938964844,437.760009765625,435.8800048828125,436.45001220703125,1084089
2025-05-09 16:30:00+00:00,436.3699951171875,437.2799987792969,436.1499938964844,436.7799987792969,789790
2025-05-09 17:30:00+00:00,436.7850036621094,438.2099914550781,436.45001220703125,437.9200134277344,965438
2025-05-09 18:30:00+00:00,437.8900146484375,439.7200012207031,437.8299865722656,439.0400085449219,1357505
2025-05-09 19:30:00+00:00,439.0799865722656,439.4599914550781,438.42999267578125,438.8500061035156,1482937
2025-05-12 13:30:00+00:00,445.8999938964844,446.0400085449219,439.7799987792969,443.92999267578125,6429733
2025-05-12 14:30:00+00:00,443.94000244140625,444.4200134277344,442.4639892578125,443.7449951171875,1945650
2025-05-12 15:30:00+00:00,443.760009765625,444.29998779296875,442.7250061035156,444.0,1317847
2025-05-12 16:30:00+00:00,443.9601135253906,447.1400146484375,443.7820129394531,446.32000732421875,1703225
2025-05-12 17:30:00+00:00,446.32501220703125,448.0899963378906,446.32501220703125,447.8999938964844,1394765
2025-05-12 18:30:00+00:00,447.92498779296875,448.4100036621094,446.67401123046875,447.0,1516702
2025-05-12 19:30:00+00:00,447.0199890136719,449.29998779296875,445.8500061035156,449.1600036621094,3123878
2025-05-13 13:30:00+00:00,447.989990234375,450.6733093261719,445.3599853515625,448.7643127441406,4533667
2025-05-13 14:30:00+00:00,448.7799987792969,449.0950012207031,446.80999755859375,448.114990234375,3566612
2025-05-13 15:30:00+00:00,448.0799865722656,448.777587890625,447.2699890136719,447.80999755859375,2720069
2025-05-13 16:30:00+00:00,447.7699890136719,449.2200012207031,447.5610046386719,448.4949951171875,1318590
2025-05-13 17:30:00+00:00,448.5006103515625,449.30999755859375,447.3900146484375,447.3900146484375,1429493
2025-05-13 18:30:00+00:00,447.45001220703125,449.489990234375,447.3500061035156,449.3900146484375,1749355
2025-05-13 19:30:00+00:00,449.3900146484375,450.1549987792969,448.55999755859375,448.9100036621094,2944046
2025-05-14 13:30:00+00:00,448.2699890136719,453.739990234375,448.2300109863281,452.8599853515625,4881232
2025-05-14 14:30:00+00:00,452.9100036621094,453.8999938964844,451.6199951171875,452.69500732421875,2202521
2025-05-14 15:30:00+00:00,452.7099914550781,453.55999755859375,451.79998779296875,452.3399963378906,1631234
2025-05-14 16:30:00+00:00,452.3252868652344,452.5285949707031,450.0299987792969,450.7650146484375,1035778
2025-05-14 17:30:00+00:00,450.82000732421875,451.8500061035156,450.4028015136719,451.5400085449219,883694
2025-05-14 18:30:00+00:00,451.5199890136719,452.6099853515625,450.9549865722656,451.2799987792969,1347004
2025-05-14 19:30:00+00:00,451.260009765625,453.29998779296875,451.239990234375,452.8999938964844,2914094
2025-05-15 13:30:00+00:00,450.7650146484375,454.25,450.43011474609375,453.6405029296875,3219468
2025-05-15 14:30:00+00:00,453.7200012207031,455.510009765625,452.2900085449219,454.9263000488281,2331143
2025-05-15 15:30:00+00:00,454.92999267578125,455.9800109863281,454.2200927734375,455.25799560546875,1854694
2025-05-15 16:30:00+00:00,455.25,456.19000244140625,454.75,456.029296875,2098882
2025-05-15 17:30:00+00:00,456.010009765625,456.04998779296875,452.69000244140625,453.5950012207031,1723217
2025-05-15 18:30:00+00:00,453.54010009765625,454.2099914550781,451.0899963378906,451.3599853515625,1554771
2025-05-15 19:30:00+00:00,451.4100036621094,453.6700134277344,451.4100036621094,453.04998779296875,2932018
2025-05-16 13:30:00+00:00,452.3550109863281,453.0,449.1700134277344,449.6199951171875,5707030
2025-05-16 14:30:00+00:00,449.57000732421875,450.3900146484375,448.7369079589844,449.7300109863281,1744181
2025-05-16 15:30:00+00:00,449.75,450.79998779296875,449.3949890136719,450.65008544921875,2572333
2025-05-16 16:30:00+00:00,450.7149963378906,450.8800048828125,449.79998779296875,450.5375061035156,1493635
2025-05-16 17:30:00+00:00,450.6300048828125,453.260009765625,450.5899963378906,452.8299865722656,1541183
2025-05-16 18:30:00+00:00,452.8800048828125,453.45001220703125,452.4710998535156,453.0,1306543
2025-05-16 19:30:00+00:00,452.9599914550781,454.3500061035156,451.7701110839844,454.260009765625,2743204
2025-05-19 13:30:00+00:00,453.3550109863281,458.6600036621094,453.3500061035156,455.7900085449219,5292542
2025-05-19 14:30:00+00:00,455.7099914550781,457.44000244140625,455.4200134277344,456.69000244140625,2426229
2025-05-19 15:30:00+00:00,456.6300048828125,458.1000061035156,456.6199951171875,458.07000732421875,1443629
2025-05-19 16:30:00+00:00,458.1000061035156,459.5849914550781,457.6369934082031,458.739990234375,2007982
2025-05-19 17:30:00+00:00,458.760009765625,459.3500061035156,457.82501220703125,458.05999755859375,1166840
2025-05-19 18:30:00+00:00,458.010009765625,458.7099914550781,457.6300048828125,458.07501220703125,1123480
2025-05-19 19:30:00+00:00,458.05999755859375,459.0799865722656,457.18609619140625,458.8599853515625,1755798
2025-05-20 13:30:00+00:00,455.5899963378906,457.05999755859375,454.3200988769531,455.510009765625,3493900
2025-05-20 14:30:00+00:00,455.44000244140625,456.7300109863281,455.0849914550781,456.2099914550781,2494806
2025-05-20 15:30:00+00:00,456.239990234375,456.67999267578125,455.69500732421875,456.5899963378906,859510
2025-05-20 16:30:00+00:00,456.6099853515625,457.55999755859375,456.5899963378906,457.3550109863281,1051240
2025-05-20 17:30:00+00:00,457.3699951171875,457.4599914550781,455.010009765625,455.2799987792969,1092825
2025-05-20 18:30:00+00:00,455.260009765625,456.95001220703125,455.04998779296875,456.625,1280293
2025-05-20 19:30:00+00:00,456.6400146484375,458.3399963378906,456.5249938964844,458.3299865722656,1765524
2025-05-21 13:30:00+00:00,454.94000244140625,457.5,454.25,455.94500732421875,3826640
2025-05-21 14:30:00+00:00,456.0,457.2449951171875,455.239990234375,456.9150085449219,1598782
2025-05-21 15:30:00+00:00,456.9150085449219,457.7799987792969,456.4599914550781,456.9200134277344,1478012
2025-05-21 16:30:00+00:00,456.9700012207031,457.1600036621094,452.3699951171875,452.4549865722656,1904501
2025-05-21 17:30:00+00:00,452.45001220703125,454.8999938964844,451.8139953613281,453.7250061035156,1753785
2025-05-21 18:30:00+00:00,453.7250061035156,454.67999267578125,451.9316101074219,452.3500061035156,1505337
2025-05-21 19:30:00+00:00,452.4100036621094,454.0899963378906,452.3800048828125,452.3800048828125,1828265
2025-05-22 13:30:00+00:00,454.739990234375,460.2449951171875,454.1600036621094,457.80999755859375,4547459
2025-05-22 14:30:00+00:00,457.79998779296875,458.5,455.07440185546875,455.0899963378906,1872542
2025-05-22 15:30:00+00:00,455.04998779296875,456.875,454.8900146484375,456.3004150390625,1534655
2025-05-22 16:30:00+00:00,456.29998779296875,456.3500061035156,453.9100036621094,455.7449951171875,1267373
2025-05-22 17:30:00+00:00,455.7200012207031,456.760009765625,454.8800964355469,456.5,1429113
2025-05-22 18:30:00+00:00,456.4100036621094,457.1400146484375,455.80999755859375,456.5899963378906,1311001
2025-05-22 19:30:00+00:00,456.5740051269531,457.0,454.2001037597656,455.05999755859375,2291590
2025-05-23 13:30:00+00:00,449.760009765625,452.3599853515625,448.9100036621094,451.42999267578125,4123398
2025-05-23 14:30:00+00:00,451.4200134277344,452.0299987792969,449.93499755859375,450.7550048828125,1333116
2025-05-23 15:30:00+00:00,450.75,451.79998779296875,450.0452880859375,451.17498779296875,1814301
2025-05-23 16:30:00+00:00,451.1300048828125,452.989990234375,450.5458068847656,452.9100036621094,1348371
2025-05-23 17:30:00+00:00,452.9200134277344,453.69000244140625,452.18011474609375,452.25,1288132
2025-05-23 18:30:00+00:00,452.2900085449219,452.864990234375,451.19000244140625,451.5289001464844,1137539
2025-05-23 19:30:00+00:00,451.5050048828125,452.3699951171875,450.0,450.19000244140625,2531935
2025-05-27 13:30:00+00:00,456.4800109863281,460.20001220703125,456.114990234375,457.9700012207031,4617834
2025-05-27 14:30:00+00:00,457.989990234375,458.5400085449219,456.9801025390625,457.8771057128906,1638449
2025-05-27 15:30:00+00:00,457.8500061035156,458.8800048828125,457.2149963378906,458.2799987792969,2419982
2025-05-27 16:30:00+00:00,458.2699890136719,459.3900146484375,458.224609375,459.0799865722656,1375877
2025-05-27 17:30:00+00:00,459.0400085449219,459.8699951171875,458.6600036621094,459.631103515625,1250456
2025-05-27 18:30:00+00:00,459.6099853515625,459.9294128417969,459.0799865722656,459.42999267578125,1905586
2025-05-27 19:30:00+00:00,459.4599914550781,460.95001220703125,459.2200012207031,460.69000244140625,3580847
2025-05-28 13:30:00+00:00,461.2200012207031,462.5199890136719,459.3599853515625,459.6050109863281,3257490
2025-05-28 14:30:00+00:00,459.6000061035156,460.1300048828125,459.1300048828125,459.5199890136719,1394813
2025-05-28 15:30:00+00:00,459.510009765625,459.7048034667969,458.2976989746094,458.8591003417969,1347415
2025-05-28 16:30:00+00:00,458.8599853515625,458.9800109863281,457.739990234375,457.92498779296875,1290697
2025-05-28 17:30:00+00:00,457.8699951171875,458.572998046875,457.1343078613281,458.55499267578125,905345
2025-05-28 18:30:00+00:00,458.55499267578125,458.8999938964844,456.94000244140625,457.8500061035156,1322373
2025-05-28 19:30:00+00:00,457.8299865722656,458.3900146484375,457.04998779296875,457.3800048828125,1858681
2025-05-29 13:30:00+00:00,461.510009765625,461.7200012207031,456.760009765625,458.7699890136719,3215890
2025-05-29 14:30:00+00:00,458.7300109863281,459.9100036621094,458.26031494140625,459.2699890136719,1233465
2025-05-29 15:30:00+00:00,459.2699890136719,459.45001220703125,455.31048583984375,458.54998779296875,1159366
2025-05-29 16:30:00+00:00,458.54449462890625,459.55999755859375,458.3999938964844,458.5372009277344,989685
2025-05-29 17:30:00+00:00,458.55499267578125,458.8599853515625,457.2799987792969,457.510009765625,1043938
2025-05-29 18:30:00+00:00,457.5899963378906,458.6700134277344,457.5,458.07501220703125,1017421
