timestamp,time,open,high,low,close,volume
2024-01-01 00:00:00,,AAPL,AAPL,AAPL,AAPL,AAPL
2024-01-01 00:01:00,2025-05-08 13:30:00+00:00,197.74000549316406,198.1300048828125,194.67959594726562,195.82000732421875,10449699
2024-01-01 00:02:00,2025-05-08 14:30:00+00:00,195.8300018310547,197.8300018310547,195.51499938964844,197.5399932861328,5629546
2024-01-01 00:03:00,2025-05-08 15:30:00+00:00,197.52999877929688,200.0498046875,197.30999755859375,199.24000549316406,6698875
2024-01-01 00:04:00,2025-05-08 16:30:00+00:00,199.23570251464844,199.99000549316406,199.01010131835938,199.13999938964844,3093141
2024-01-01 00:05:00,2025-05-08 17:30:00+00:00,199.13999938964844,199.21200561523438,198.08999633789062,198.63999938964844,3307947
2024-01-01 00:06:00,2025-05-08 18:30:00+00:00,198.63999938964844,199.68800354003906,198.4499969482422,199.55999755859375,3714346
2024-01-01 00:07:00,2025-05-08 19:30:00+00:00,199.57000732421875,199.6199951171875,197.16400146484375,197.39999389648438,5279543
2024-01-01 00:08:00,2025-05-09 13:30:00+00:00,199.0050048828125,200.53990173339844,198.1199951171875,198.360107421875,9737491
2024-01-01 00:09:00,2025-05-09 14:30:00+00:00,198.38499450683594,199.17999267578125,197.53500366210938,198.42999267578125,4551929
2024-01-01 00:10:00,2025-05-09 15:30:00+00:00,198.4199981689453,199.00999450683594,197.92999267578125,198.13499450683594,2891812
2024-01-01 00:11:00,2025-05-09 16:30:00+00:00,198.1300048828125,198.4499969482422,197.60000610351562,198.13999938964844,3054224
2024-01-01 00:12:00,2025-05-09 17:30:00+00:00,198.14500427246094,199.0998992919922,197.91000366210938,198.91000366210938,2470206
2024-01-01 00:13:00,2025-05-09 18:30:00+00:00,198.94000244140625,199.42999267578125,198.7100067138672,198.77999877929688,2945367
2024-01-01 00:14:00,2025-05-09 19:30:00+00:00,198.8000030517578,198.92990112304688,198.34010314941406,198.5399932861328,3474290
2024-01-01 00:15:00,2025-05-12 13:30:00+00:00,210.97000122070312,211.26649475097656,206.75,209.16000366210938,23789646
2024-01-01 00:16:00,2025-05-12 14:30:00+00:00,209.1699981689453,210.22999572753906,208.1199951171875,208.75999450683594,6318334
2024-01-01 00:17:00,2025-05-12 15:30:00+00:00,208.77999877929688,208.9864959716797,208.25,208.72999572753906,3944326
2024-01-01 00:18:00,2025-05-12 16:30:00+00:00,208.72999572753906,209.99000549316406,208.70919799804688,209.93499755859375,4323467
2024-01-01 00:19:00,2025-05-12 17:30:00+00:00,209.94000244140625,210.9600067138672,209.93499755859375,210.77000427246094,4651025
2024-01-01 00:20:00,2025-05-12 18:30:00+00:00,210.77999877929688,211.14999389648438,209.9199981689453,210.0500030517578,4909377
2024-01-01 00:21:00,2025-05-12 19:30:00+00:00,210.05999755859375,210.85000610351562,209.9600067138672,210.8300018310547,5815190
2024-01-01 00:22:00,2025-05-13 13:30:00+00:00,210.42999267578125,211.6656951904297,209.0800018310547,211.4499969482422,15261368
2024-01-01 00:23:00,2025-05-13 14:30:00+00:00,211.44500732421875,211.8800048828125,211.0800018310547,211.38499450683594,4791824
2024-01-01 00:24:00,2025-05-13 15:30:00+00:00,211.3975067138672,211.61000061035156,210.47999572753906,211.27999877929688,4186585
