timestamp,time,open,high,low,close,volume
2024-01-01 00:00:00,,TSLA,TSLA,TSLA,TSLA,TSLA
2024-01-01 00:01:00,2025-05-08 13:30:00+00:00,279.6300048828125,286.739990234375,279.4100036621094,281.8999938964844,28056268
2024-01-01 00:02:00,2025-05-08 14:30:00+00:00,281.9200134277344,287.1199951171875,280.6099853515625,286.6700134277344,14141596
2024-01-01 00:03:00,2025-05-08 15:30:00+00:00,286.69000244140625,289.79998779296875,286.31109619140625,287.29998779296875,16579504
2024-01-01 00:04:00,2025-05-08 16:30:00+00:00,287.3290100097656,288.67999267578125,286.1199951171875,287.07159423828125,8013585
2024-01-01 00:05:00,2025-05-08 17:30:00+00:00,287.1099853515625,288.5599060058594,286.25,287.5201110839844,7341108
2024-01-01 00:06:00,2025-05-08 18:30:00+00:00,287.57000732421875,289.7900085449219,286.8299865722656,289.0199890136719,9029018
2024-01-01 00:07:00,2025-05-08 19:30:00+00:00,289.0199890136719,289.4599914550781,284.6099853515625,284.8900146484375,7436297
2024-01-01 00:08:00,2025-05-09 13:30:00+00:00,290.18499755859375,307.0400085449219,290.03900146484375,302.17999267578125,50352062
2024-01-01 00:09:00,2025-05-09 14:30:00+00:00,302.2049865722656,304.2598876953125,297.2300109863281,298.6600036621094,25052984
2024-01-01 00:10:00,2025-05-09 15:30:00+00:00,298.6329040527344,299.9798889160156,296.3299865722656,296.6300048828125,12846873
2024-01-01 00:11:00,2025-05-09 16:30:00+00:00,296.7298889160156,298.6000061035156,296.3399963378906,297.8999938964844,8692841
2024-01-01 00:12:00,2025-05-09 17:30:00+00:00,297.9599914550781,301.0799865722656,297.5199890136719,298.4549865722656,11375914
2024-01-01 00:13:00,2025-05-09 18:30:00+00:00,298.45220947265625,298.96990966796875,296.510009765625,297.80999755859375,9619696
2024-01-01 00:14:00,2025-05-09 19:30:00+00:00,297.79998779296875,299.6199951171875,296.85009765625,298.1017150878906,8265009
2024-01-01 00:15:00,2025-05-12 13:30:00+00:00,321.93499755859375,322.20001220703125,311.5,315.17999267578125,45262031
2024-01-01 00:16:00,2025-05-12 14:30:00+00:00,315.2300109863281,320.30999755859375,313.8500061035156,319.7799987792969,16901927
2024-01-01 00:17:00,2025-05-12 15:30:00+00:00,319.7672119140625,320.8699951171875,317.510009765625,318.5899963378906,10245416
2024-01-01 00:18:00,2025-05-12 16:30:00+00:00,318.6300048828125,319.45001220703125,317.010009765625,318.29058837890625,7895396
2024-01-01 00:19:00,2025-05-12 17:30:00+00:00,318.3349914550781,319.83819580078125,316.989990234375,317.0199890136719,7564254
2024-01-01 00:20:00,2025-05-12 18:30:00+00:00,317.0899963378906,318.091796875,316.1401062011719,316.3450012207031,9148837
2024-01-01 00:21:00,2025-05-12 19:30:00+00:00,316.3450012207031,318.7699890136719,316.1400146484375,318.6199951171875,7404623
2024-01-01 00:22:00,2025-05-13 13:30:00+00:00,319.9549865722656,326.06988525390625,316.79998779296875,322.4949951171875,35114363
2024-01-01 00:23:00,2025-05-13 14:30:00+00:00,322.4700927734375,324.5,318.78271484375,321.5150146484375,16894545
2024-01-01 00:24:00,2025-05-13 15:30:00+00:00,321.6000061035156,322.9700012207031,320.42999267578125,321.7200012207031,8656624
2024-01-01 00:25:00,2025-05-13 16:30:00+00:00,321.7200012207031,329.489990234375,321.4700012207031,329.44000244140625,16172144
2024-01-01 00:26:00,2025-05-13 17:30:00+00:00,329.3900146484375,337.5893859863281,328.6700134277344,336.05120849609375,27225445
2024-01-01 00:27:00,2025-05-13 18:30:00+00:00,336.1099853515625,337.1199951171875,333.8800048828125,334.9901123046875,14391115
2024-01-01 00:28:00,2025-05-13 19:30:00+00:00,335.0299987792969,336.1820068359375,331.80999755859375,333.92999267578125,10716982
2024-01-01 00:29:00,2025-05-14 13:30:00+00:00,342.4599914550781,345.5,337.0,340.28009033203125,41076412
2024-01-01 00:30:00,2025-05-14 14:30:00+00:00,340.3900146484375,343.32000732421875,337.45001220703125,342.7322082519531,15960512
