timestamp,open,high,low,close,volume
2025-06-20 08:00:00+00:00,196.0,196.34,196.0,196.3,1772.0
2025-06-20 08:01:00+00:00,196.26,196.35,196.26,196.35,1871.0
2025-06-20 08:02:00+00:00,196.38,196.49,196.24,196.49,3948.0
2025-06-20 08:04:00+00:00,196.29,196.3,196.22,196.22,1333.0
2025-06-20 08:05:00+00:00,196.4,196.46,196.4,196.45,2556.0
2025-06-20 08:06:00+00:00,196.49,196.49,196.49,196.49,2181.0
2025-06-20 08:07:00+00:00,196.4,196.4,196.4,196.4,1378.0
2025-06-20 08:09:00+00:00,196.47,196.47,196.47,196.47,851.0
2025-06-20 08:10:00+00:00,196.47,196.5,196.47,196.5,1544.0
2025-06-20 08:11:00+00:00,196.5,196.5,196.44,196.44,662.0
2025-06-20 08:13:00+00:00,196.43,196.44,196.41,196.41,1609.0
2025-06-20 08:14:00+00:00,196.4,196.4,196.35,196.35,1097.0
2025-06-20 08:15:00+00:00,196.45,196.45,196.45,196.45,985.0
2025-06-20 08:17:00+00:00,196.35,196.35,196.35,196.35,357.0
2025-06-20 08:19:00+00:00,196.28,196.28,196.21,196.21,3011.0
2025-06-20 08:20:00+00:00,196.21,196.21,196.2,196.2,2542.0
2025-06-20 08:21:00+00:00,196.19,196.2,196.19,196.2,991.0
2025-06-20 08:22:00+00:00,196.19,196.19,196.19,196.19,1362.0
2025-06-20 08:23:00+00:00,196.2,196.2,196.2,196.2,864.0
2025-06-20 08:25:00+00:00,196.22,196.22,196.22,196.22,171.0
2025-06-20 08:26:00+00:00,196.22,196.24,196.22,196.24,1743.0
2025-06-20 08:30:00+00:00,196.23,196.23,196.23,196.23,2561.0
2025-06-20 08:32:00+00:00,196.25,196.25,196.25,196.25,148.0
2025-06-20 08:38:00+00:00,196.25,196.25,196.16,196.19,4302.0
2025-06-20 08:45:00+00:00,196.15,196.15,196.15,196.15,1176.0
2025-06-20 08:47:00+00:00,196.1,196.1,196.09,196.09,1019.0
2025-06-20 08:50:00+00:00,196.07,196.07,196.0,196.0,3419.0
2025-06-20 08:51:00+00:00,196.0,196.01,196.0,196.0,2091.0
2025-06-20 08:52:00+00:00,195.99,195.99,195.99,195.99,2209.0
2025-06-20 08:53:00+00:00,195.99,195.99,195.99,195.99,653.0
2025-06-20 08:56:00+00:00,195.87,195.87,195.87,195.87,725.0
2025-06-20 08:57:00+00:00,195.88,195.88,195.86,195.86,1468.0
2025-06-20 08:58:00+00:00,195.8,195.8,195.78,195.78,2492.0
2025-06-20 08:59:00+00:00,195.7,195.73,195.7,195.73,1412.0
2025-06-20 09:00:00+00:00,195.71,195.75,195.71,195.75,1125.0
2025-06-20 09:01:00+00:00,195.77,195.77,195.77,195.77,388.0
2025-06-20 09:03:00+00:00,195.79,195.8,195.79,195.8,2558.0
2025-06-20 09:06:00+00:00,195.8,195.8,195.8,195.8,948.0
2025-06-20 09:07:00+00:00,195.8,195.8,195.8,195.8,1077.0
2025-06-20 09:09:00+00:00,195.81,195.81,195.81,195.81,617.0
2025-06-20 09:10:00+00:00,195.93,195.93,195.93,195.93,695.0
2025-06-20 09:12:00+00:00,195.93,195.95,195.93,195.95,1396.0
2025-06-20 09:15:00+00:00,195.99,195.99,195.99,195.99,785.0
2025-06-20 09:16:00+00:00,196.0,196.0,196.0,196.0,617.0
2025-06-20 09:17:00+00:00,196.0,196.0,196.0,196.0,1542.0
2025-06-20 09:19:00+00:00,195.98,195.98,195.98,195.98,1035.0
2025-06-20 09:20:00+00:00,195.99,195.99,195.99,195.99,1213.0
2025-06-20 09:21:00+00:00,195.98,196.0,195.98,196.0,558.0
2025-06-20 09:23:00+00:00,195.98,196.0,195.98,195.98,1536.0
2025-06-20 09:24:00+00:00,195.98,196.0,195.98,196.0,622.0
2025-06-20 09:25:00+00:00,195.98,195.98,195.9,195.9,1475.0
2025-06-20 09:29:00+00:00,195.95,195.95,195.95,195.95,461.0
2025-06-20 09:31:00+00:00,195.96,195.96,195.96,195.96,860.0
2025-06-20 09:32:00+00:00,196.0,196.0,196.0,196.0,350.0
2025-06-20 09:33:00+00:00,196.0,196.0,196.0,196.0,649.0
2025-06-20 09:34:00+00:00,195.99,195.99,195.99,195.99,235.0
2025-06-20 09:38:00+00:00,195.94,195.99,195.94,195.99,2004.0
2025-06-20 09:39:00+00:00,195.95,195.95,195.95,195.95,185.0
2025-06-20 09:40:00+00:00,195.92,195.92,195.92,195.92,662.0
2025-06-20 09:42:00+00:00,195.93,195.93,195.93,195.93,589.0
2025-06-20 09:43:00+00:00,195.92,195.92,195.92,195.92,730.0
